cid,seed,smiles,sdf_file,conformer,MW,LogP,HBD,HBA,TPSA,RotBonds,HeavyAtoms,Rings,AromaticRings
117881522,7CHM_LIG,CN(C1COC1)C(=O)C2=CC(=C(C=C2)NC3=NC4=C(C(=CN4)C5=CC(=NC=C5)F)C(=N3)OC)OC,data/phase2/raw/phase2_7CHM_LIG_117881522.sdf,3d,478.48,3.39,2,8,114.49,7,35,5,4
117881532,7CHM_LIG,CC1=CC(=CC(=N1)F)C2=CNC3=C2C(=NC(=N3)NC4=C(C=C(C=C4)C(=O)NC5COC5)OC)OC,data/phase2/raw/phase2_7CHM_LIG_117881532.sdf,3d,478.48,3.36,3,8,123.28,7,35,5,4
117881533,7CHM_LIG,CC(C)OC1=NC(=NC2=C1C(=CN2)C3=CC(=NC=C3)F)NC4=C(C=C(C=C4)C(=O)N(C)C)OC,data/phase2/raw/phase2_7CHM_LIG_117881533.sdf,3d,464.5,4.4,2,7,105.26,7,34,4,4
117881541,7CHM_LIG,CN(C)C(=O)C1=CC(=C(C=C1)NC2=NC3=C(C(=CN3)C4=CC(=NC=C4)F)C(=N2)OC)OC,data/phase2/raw/phase2_7CHM_LIG_117881541.sdf,3d,436.45,3.62,2,7,105.26,6,32,4,4
117881546,7CHM_LIG,CC1=CC(=CC(=N1)F)C2=CNC3=C2C(=NC(=N3)NC4=C(C=C(C=C4)C(=O)N(C)C)OC)OC,data/phase2/raw/phase2_7CHM_LIG_117881546.sdf,3d,450.47,3.93,2,7,105.26,6,33,4,4
118286345,7CHM_LIG,CCOC1=NC(=NC2=C1C=CN2)NC3=C(C=C(C(=C3)F)C(=O)N4CCN(CC4)C)OC,data/phase2/raw/phase2_7CHM_LIG_118286345.sdf,3d,428.47,2.64,2,7,95.61,6,31,4,3
118286394,7CHM_LIG,CCOC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C=C3)C(=O)N4CCC(CC4)F)OC,data/phase2/raw/phase2_7CHM_LIG_118286394.sdf,3d,438.46,3.55,2,7,116.16,6,32,4,3
118286440,7CHM_LIG,CCOC1=NC(=NC2=C1C=CN2)NC3=C(C=C(C(=C3)F)C(=O)N4CCOCC4)OC,data/phase2/raw/phase2_7CHM_LIG_118286440.sdf,3d,415.43,2.72,2,7,101.6,6,30,4,3
118286448,7CHM_LIG,CCOC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4CCOCC4)OC,data/phase2/raw/phase2_7CHM_LIG_118286448.sdf,3d,465.43,3.6,2,7,101.6,6,33,4,3
140767798,7CHM_LIG,CCOC1=NC(=NC2=C1C(=CN2)[N+]#[C-])NC3=C(C=C(C=C3)C(=O)N4CCC(CC4)F)OC,data/phase2/raw/phase2_7CHM_LIG_140767798.sdf,3d,438.46,4.23,2,6,96.73,6,32,4,3
142416298,7CHM_LIG,CC1(CC1)NC2=NC(=NC3=C2C(=CN3)C#N)NC4=C(C=C(C(=C4)F)C(=O)NC5CCN(CC5)C)OC,data/phase2/raw/phase2_7CHM_LIG_142416298.sdf,3d,492.56,3.51,4,8,130.99,7,36,5,3
142416311,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)NC4CCN(CC4)C)OC,data/phase2/raw/phase2_7CHM_LIG_142416311.sdf,3d,466.52,2.98,4,8,130.99,7,34,4,3
142416320,7CHM_LIG,CC1(CC1)OC2=NC(=NC3=C2C(=CN3)C#N)NC4=C(C=C(C(=C4)F)C(=O)N5CCOCC5)OC,data/phase2/raw/phase2_7CHM_LIG_142416320.sdf,3d,466.47,3.12,2,8,125.39,6,34,5,3
142416325,7CHM_LIG,CNC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4CCOCC4)OC,data/phase2/raw/phase2_7CHM_LIG_142416325.sdf,3d,450.42,3.24,3,7,104.4,5,32,4,3
142416326,7CHM_LIG,C[C@@H]1CN(CCN1C(=O)C2=CC(=C(C=C2F)NC3=NC4=C(C(=CN4)C(F)(F)F)C(=N3)NC)OC)C,data/phase2/raw/phase2_7CHM_LIG_142416326.sdf,3d,495.48,3.69,3,7,98.41,5,35,4,3
142416332,7CHM_LIG,CC1(CC1)NC2=NC(=NC3=C2C(=CN3)C#N)NC4=C(C=C(C(=C4)F)C(=O)N5CCOCC5)OC,data/phase2/raw/phase2_7CHM_LIG_142416332.sdf,3d,465.49,3.16,3,8,128.19,6,34,5,3
142416333,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)N4CCN(C[C@H]4C)C)OC,data/phase2/raw/phase2_7CHM_LIG_142416333.sdf,3d,466.52,2.93,3,8,122.2,6,34,4,3
142416334,7CHM_LIG,CNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)NC4CCN(CC4)C)OC,data/phase2/raw/phase2_7CHM_LIG_142416334.sdf,3d,452.49,2.59,4,8,130.99,6,33,4,3
142416338,7CHM_LIG,CC(C)N1CCC(CC1)NC(=O)C2=CC(=C(C=C2F)NC3=NC4=C(C(=CN4)C#N)C(=N3)NC)OC,data/phase2/raw/phase2_7CHM_LIG_142416338.sdf,3d,480.55,3.37,4,8,130.99,7,35,4,3
142416343,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4CCC(CC4)(F)F)OC,data/phase2/raw/phase2_7CHM_LIG_142416343.sdf,3d,498.46,5.03,3,6,95.17,6,35,4,3
142416349,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4CCO[C@H](C4)C)OC,data/phase2/raw/phase2_7CHM_LIG_142416349.sdf,3d,478.48,4.02,3,7,104.4,6,34,4,3
142416352,7CHM_LIG,CCCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)N4CCOCC4)OC,data/phase2/raw/phase2_7CHM_LIG_142416352.sdf,3d,453.48,3.02,3,8,128.19,7,33,4,3
142416357,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)N4CCOCC4)OC,data/phase2/raw/phase2_7CHM_LIG_142416357.sdf,3d,439.45,2.63,3,8,128.19,6,32,4,3
142416358,7CHM_LIG,C[C@@H]1CN(CCN1C(=O)C2=CC(=C(C=C2F)NC3=NC4=C(C(=CN4)C#N)C(=N3)NC)OC)C,data/phase2/raw/phase2_7CHM_LIG_142416358.sdf,3d,452.49,2.54,3,8,122.2,5,33,4,3
142416363,7CHM_LIG,CNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)N4CCOCC4)OC,data/phase2/raw/phase2_7CHM_LIG_142416363.sdf,3d,425.42,2.23,3,8,128.19,5,31,4,3
142416365,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C=C3)C(=O)N4CCC(CC4)(F)F)OC,data/phase2/raw/phase2_7CHM_LIG_142416365.sdf,3d,455.47,3.88,3,7,118.96,6,33,4,3
142416377,7CHM_LIG,CC1(CC1)NC2=NC(=NC3=C2C(=CN3)C#N)NC4=C(C=C(C=C4)C(=O)N5CCC(CC5)(F)F)OC,data/phase2/raw/phase2_7CHM_LIG_142416377.sdf,3d,481.51,4.42,3,7,118.96,6,35,5,3
142416383,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4CCOCC4)OC,data/phase2/raw/phase2_7CHM_LIG_142416383.sdf,3d,464.45,3.63,3,7,104.4,6,33,4,3
142416384,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)NC4CCN(CC4)C(C)C)OC,data/phase2/raw/phase2_7CHM_LIG_142416384.sdf,3d,494.58,3.76,4,8,130.99,8,36,4,3
142416387,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4CCN(CC4)C)OC,data/phase2/raw/phase2_7CHM_LIG_142416387.sdf,3d,477.49,3.55,3,7,98.41,6,34,4,3
142416410,7CHM_LIG,COC1=C(C=C(C(=C1)C(=O)N2CCOCC2)F)NC3=NC4=C(C(=CN4)C#N)C(=N3)NC5CC5,data/phase2/raw/phase2_7CHM_LIG_142416410.sdf,3d,451.46,2.77,3,8,128.19,6,33,5,3
142416414,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4CCO[C@@H](C4)C)OC,data/phase2/raw/phase2_7CHM_LIG_142416414.sdf,3d,478.48,4.02,3,7,104.4,6,34,4,3
142416417,7CHM_LIG,CNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C=C3)C(=O)N4CCC(CC4)(F)F)OC,data/phase2/raw/phase2_7CHM_LIG_142416417.sdf,3d,441.44,3.49,3,7,118.96,5,32,4,3
142436016,7CHM_LIG,CN(CCOC)C1=CC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)N4CCOCC4)OC,data/phase2/raw/phase2_7CHM_LIG_142436016.sdf,3d,482.52,2.88,2,8,115.74,8,35,4,3
142436034,7CHM_LIG,CNC1=CC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C=C3)C(=O)N4CCC(CC4)(F)F)OC,data/phase2/raw/phase2_7CHM_LIG_142436034.sdf,3d,440.45,4.1,3,6,106.07,5,32,4,3
142436041,7CHM_LIG,CCNC1=CC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C=C3)C(=O)N4CCC(CC4)(F)F)OC,data/phase2/raw/phase2_7CHM_LIG_142436041.sdf,3d,454.48,4.49,3,6,106.07,6,33,4,3
142436048,7CHM_LIG,CNC1=CC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)N4CCOCC4)OC,data/phase2/raw/phase2_7CHM_LIG_142436048.sdf,3d,424.44,2.84,3,7,115.3,5,31,4,3
142436063,7CHM_LIG,CNC1=CC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4CCOCC4)OC,data/phase2/raw/phase2_7CHM_LIG_142436063.sdf,3d,449.43,3.85,3,6,91.51,5,32,4,3
146289656,7CHM_LIG,CNC1=CC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C=C3)C(=O)N4C=CC(C=C4)(F)F)OC,data/phase2/raw/phase2_7CHM_LIG_146289656.sdf,3d,436.42,4.35,3,6,106.07,5,32,4,3
146312779,7CHM_LIG,CC1CN(CCN1C(=O)C2=CC(=C(C=C2F)NC3=NC4=C(C(=C3)NC)C(=CN4)C(F)(F)F)OC)C,data/phase2/raw/phase2_7CHM_LIG_146312779.sdf,3d,494.49,4.29,3,6,85.52,5,35,4,3
146329789,7CHM_LIG,CC1=CNC2=C1C(=CC(=N2)NC3=C(C=C(C(=C3)F)C(=O)N4CCC(CC4)N5CCOCC5)OC)NC,data/phase2/raw/phase2_7CHM_LIG_146329789.sdf,3d,496.59,3.74,3,7,94.75,6,36,5,3
146329790,7CHM_LIG,CN(CCOC)C1=CC(=NC2=C1C(=CN2)C#N)NCC3=CC(=C(C=C3OC)C(=O)N4CCOCC4)F,data/phase2/raw/phase2_7CHM_LIG_146329790.sdf,3d,496.54,2.75,2,8,115.74,9,36,4,3
146329893,7CHM_LIG,CC1(CCN(CC1)C(=O)C2=CC(=C(C=C2)NC3=NC4=C(C(=C3)NC)C(=CN4)C#N)OC)F,data/phase2/raw/phase2_7CHM_LIG_146329893.sdf,3d,436.49,4.19,3,6,106.07,5,32,4,3
146329895,7CHM_LIG,CCNC1=CC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C=C3)C(=O)N4CCC(CC4)(C)F)OC,data/phase2/raw/phase2_7CHM_LIG_146329895.sdf,3d,450.52,4.58,3,6,106.07,6,33,4,3
146393608,7CHM_LIG,COC1=C(C=CC(=C1)C(=O)N2CCOCC2)NC3=NC(=C4C(=CNC4=N3)C(F)(F)F)C5CC5,data/phase2/raw/phase2_7CHM_LIG_146393608.sdf,3d,461.44,4.08,2,6,92.37,5,33,5,3
146393630,7CHM_LIG,COC1=C(C=C(C(=C1)C(=O)N2CCCCOCC2)F)NC3=NC(=C4C(=CNC4=N3)C#N)C5CC5,data/phase2/raw/phase2_7CHM_LIG_146393630.sdf,3d,464.5,3.85,2,7,116.16,5,34,5,3
146393631,7CHM_LIG,COC1=C(C=C(C(=C1)C(=O)N2CCOCC2)F)NC3=NC(=C4C(=CNC4=N3)C#N)C5CC5,data/phase2/raw/phase2_7CHM_LIG_146393631.sdf,3d,436.45,3.07,2,7,116.16,5,32,5,3
146393636,7CHM_LIG,COC1=C(C=CC(=C1)C(=O)N2CCOCC2)NC3=NC(=C4C(=CNC4=N3)F)C5CC5,data/phase2/raw/phase2_7CHM_LIG_146393636.sdf,3d,411.44,3.2,2,6,92.37,5,30,5,3
146393637,7CHM_LIG,COC1=C(C=CC(=C1)C(=O)N2CCCCOCC2)NC3=NC(=C4C(=CNC4=N3)F)C5CC5,data/phase2/raw/phase2_7CHM_LIG_146393637.sdf,3d,439.49,3.98,2,6,92.37,5,32,5,3
146393688,7CHM_LIG,COC1=C(C=C(C(=C1)C(=O)N2CCOCC2)F)NC3=NC4=C(C(=C3)C5CC5)C(=CN4)C#N,data/phase2/raw/phase2_7CHM_LIG_146393688.sdf,3d,435.46,3.68,2,6,103.27,5,32,5,3
146393700,7CHM_LIG,COC1=C(C=CC(=C1)C(=O)N2CCC(CC2)N3CCOCC3)NC4=NC(=C5C(=CNC5=N4)F)C6CC6,data/phase2/raw/phase2_7CHM_LIG_146393700.sdf,3d,494.57,3.66,2,7,95.61,6,36,6,3
146393701,7CHM_LIG,COC1=C(C=C(C(=C1)C(=O)N2CCCCOCC2)F)NC3=NC4=C(C(=C3)C5CC5)C(=CN4)C#N,data/phase2/raw/phase2_7CHM_LIG_146393701.sdf,3d,463.51,4.46,2,6,103.27,5,34,5,3
146393706,7CHM_LIG,COC1=C(C=C(C(=C1)C(=O)N2CCOCC2)F)NC3=NC(=C4C(=CNC4=N3)C(F)(F)F)C5CC5,data/phase2/raw/phase2_7CHM_LIG_146393706.sdf,3d,479.43,4.22,2,6,92.37,5,34,5,3
146393712,7CHM_LIG,COC1=C(C=CC(=C1)C(=O)N2CCOCC2)NC3=NC4=C(C(=C3)C5CC5)C(=CN4)C(F)(F)F,data/phase2/raw/phase2_7CHM_LIG_146393712.sdf,3d,460.46,4.68,2,5,79.48,5,33,5,3
146393798,7CHM_LIG,COC1=C(C=C(C(=C1)C(=O)N2CCOCC2)F)NC3=NC4=C(C(=C3)C5CC5)C(=CN4)C(F)(F)F,data/phase2/raw/phase2_7CHM_LIG_146393798.sdf,3d,478.45,4.82,2,5,79.48,5,34,5,3
147772165,7CHM_LIG,CNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)NC4CCN(CC4)C5COC5)OC,data/phase2/raw/phase2_7CHM_LIG_147772165.sdf,3d,494.53,2.36,4,9,140.22,7,36,5,3
148534597,7CHM_LIG,CN1CCN(CC1)C(=O)C2=CC(=C(C=C2)NC3=NC4=C(C(=CN4)C(F)(F)F)C(=N3)NC5CC5)OC,data/phase2/raw/phase2_7CHM_LIG_148534597.sdf,3d,489.5,3.69,3,7,98.41,6,35,5,3
148694189,7CHM_LIG,COC1=C(C=C(C(=C1)C(=O)N2CCOCC2)F)NC3=NC4=C(C(=CN4)C#N)C(=N3)O[C@H]5CCOC5,data/phase2/raw/phase2_7CHM_LIG_148694189.sdf,3d,482.47,2.36,2,9,134.62,6,35,5,3
151973166,7CHM_LIG,COC1=C(C=CC(=C1)C(=O)N2CCOCC2)NC3=NC4=C(C(=CN4)C(F)(F)F)C(=N3)NC5CC5,data/phase2/raw/phase2_7CHM_LIG_151973166.sdf,3d,476.46,3.78,3,7,104.4,6,34,5,3
155012414,7CHM_LIG,CC1CN(CCN1C(=O)C2=CC(=C(C=C2F)NC3=NC4=C(C(=CN4)C#N)C(=N3)NC)OC)C,data/phase2/raw/phase2_7CHM_LIG_155012414.sdf,3d,452.49,2.54,3,8,122.2,5,33,4,3
155012424,7CHM_LIG,CC1CN(CCN1C(=O)C2=CC(=C(C=C2F)NC3=NC4=C(C(=CN4)C(F)(F)F)C(=N3)NC)OC)C,data/phase2/raw/phase2_7CHM_LIG_155012424.sdf,3d,495.48,3.69,3,7,98.41,5,35,4,3
155012426,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C(=C3)F)C(=O)N4CCN(CC4C)C)OC,data/phase2/raw/phase2_7CHM_LIG_155012426.sdf,3d,466.52,2.93,3,8,122.2,6,34,4,3
155012431,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4C[C@H](O[C@H](C4)C)C)OC,data/phase2/raw/phase2_7CHM_LIG_155012431.sdf,3d,492.5,4.41,3,7,104.4,6,35,4,3
155012434,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4CCOC(C4)C)OC,data/phase2/raw/phase2_7CHM_LIG_155012434.sdf,3d,478.48,4.02,3,7,104.4,6,34,4,3
155012442,7CHM_LIG,COC1=C(C=C(C(=C1)C(=O)N2CCOCC2)F)NC3=NC4=C(C(=CN4)C#N)C(=N3)OC5CCOC5,data/phase2/raw/phase2_7CHM_LIG_155012442.sdf,3d,482.47,2.36,2,9,134.62,6,35,5,3
155022056,7CHM_LIG,CC1CN(CCO1)C(=O)C2=CC(=C(C=C2)NC3=NC4=C(C(=CN4)C(F)(F)F)C(=N3)NC)OC,data/phase2/raw/phase2_7CHM_LIG_155022056.sdf,3d,464.45,3.63,3,7,104.4,5,33,4,3
155022157,7CHM_LIG,CNC1=NC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C=C3)C(=O)N4CCC(CC4)(F)F)OC,data/phase2/raw/phase2_7CHM_LIG_155022157.sdf,3d,484.43,4.64,3,6,95.17,5,34,4,3
150071746,7CHM_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=C(C=C(C=C3)C(=O)N4C=CC(C=C4)(F)F)OC,data/phase2/raw/phase2_7CHM_LIG_150071746.sdf,3d,451.44,4.13,3,7,118.96,6,33,4,3
151620004,7CHM_LIG,CC1(CC1)NC2=NC(=NC3=C2C(=CN3)C#N)NC4=C(C=C(C=C4)C(=O)N5C=CC(C=C5)(F)F)OC,data/phase2/raw/phase2_7CHM_LIG_151620004.sdf,3d,477.48,4.66,3,7,118.96,6,35,5,3
162614379,7CHM_LIG,CC1=CNC2=C1C(=NC(=N2)NC3=C(C=C(C=C3)C(=O)N4CCC(CC4)(F)F)OC)NC5(CC5)C,data/phase2/raw/phase2_7CHM_LIG_162614379.sdf,3d,470.52,4.85,3,6,95.17,6,34,5,3
162614708,7CHM_LIG,CNC1=CC(=NC2=C1C(=CN2)C(F)(F)F)NC3=C(C=C(C(=C3)F)C(=O)NC4CCN(CC4)C)OC,data/phase2/raw/phase2_7CHM_LIG_162614708.sdf,3d,494.49,4.34,4,6,94.31,6,35,4,3
57382890,7CHM_LIG,CC1=CNC2=C1C(=NC=N2)N3CCC(CC3)NC(=O)C4=CC(=CC=C4)OC,data/phase2/raw/phase2_7CHM_LIG_57382890.sdf,3d,365.44,2.67,2,5,83.14,4,27,4,3
57383019,7CHM_LIG,CC1=CNC2=C1C(=NC=N2)N3CCC(CC3)NC(=O)C4=CC(=CC=C4)OCCN5CCOCC5,data/phase2/raw/phase2_7CHM_LIG_57383019.sdf,3d,464.57,2.38,2,7,95.61,7,34,5,3
69920162,7CHM_LIG,COC1=C(C=CC(=C1)C2=CN(C3=NC=NC(=C23)N)C4CCOCC4)NC(=O)C5=CC=CC=C5,data/phase2/raw/phase2_7CHM_LIG_69920162.sdf,3d,443.51,4.29,2,7,104.29,5,33,5,4
169728188,7CJA_LIG,COC1=C(C=CC(=C1)N2CCCS2(O)O)NC3=NC4=C(C(=CN4)C#N)C(=N3)NC5CCCC5,data/phase2/raw/phase2_7CJA_LIG_169728188.sdf,3d,469.57,4.81,5,9,142.35,6,33,5,3
59442269,7CHT_LIG,CN1CCN(CC1)C2=C3C=C(C=C2)NC4=NC=NC5=C4C(=CN5)CN(CCCN(C(=O)CO3)C)C,data/phase2/raw/phase2_7CHT_LIG_59442269.sdf,3d,478.6,2.13,2,8,92.86,1,35,5,3
59442153,7CHT_LIG,CN1CCN(C(=O)COC2=C(C=CC(=C2)NC3=NC=NC4=C3C(=CN4)C1)N5CCOCC5)C,data/phase2/raw/phase2_7CHT_LIG_59442153.sdf,3d,451.53,1.82,2,8,98.85,1,33,5,3
59442206,7CHT_LIG,C1CCOC2=C(C=CC(=C2)NC3=NC=NC4=C3C(=CN4)CN5CCN(CC5)C(=O)C1)N6CCOCC6,data/phase2/raw/phase2_7CHT_LIG_59442206.sdf,3d,491.6,2.75,2,8,98.85,1,36,7,3
59442251,7CHT_LIG,C1CC(=O)N2CCN(CC2)CC3=CNC4=C3C(=NC=N4)NC5=CC(=C(C=C5)N6CCOCC6)OC1,data/phase2/raw/phase2_7CHT_LIG_59442251.sdf,3d,477.57,2.35,2,8,98.85,1,35,7,3
59442463,7CHT_LIG,CN1CCN(CC1)C2=C3C=C(C=C2)NC4=NC=NC5=C4C(=CN5)CN6CCN(CC6)C(=O)CCCO3,data/phase2/raw/phase2_7CHT_LIG_59442463.sdf,3d,490.61,2.27,2,8,92.86,1,36,7,3
141303240,7CHT_LIG,COC1=C(C=CC(=C1)N2CCOCC2)NC3=NC=C4C=CNC4=N3,data/phase2/raw/phase2_7CHT_LIG_141303240.sdf,3d,325.37,2.55,2,6,75.3,4,24,4,3
151121021,7CHT_LIG,CCNC1=NC(=NC2=C1C(=CN2)C#N)NC3=CC4=C(C=C3OC)N(C(=O)C(O4)(C)C)C,data/phase2/raw/phase2_7CHT_LIG_151121021.sdf,3d,421.46,3.15,3,8,128.19,5,31,4,3
155119004,7CHT_LIG,COC1=C(C=CC(=C1)N2CCCS2(=O)=O)NC3=NC4=C(C(=CN4)C#N)C(=N3)NC5CCOCC5,data/phase2/raw/phase2_7CHT_LIG_155119004.sdf,3d,483.55,2.71,3,9,145.26,6,34,5,3
169729259,7CHT_LIG,COC1=C(C=CC(=C1)N2CCCS2(O)O)NC3=NC4=C(C(=CN4)C#N)C(=N3)NC5CCOCC5,data/phase2/raw/phase2_7CHT_LIG_169729259.sdf,3d,485.57,4.05,5,10,151.58,6,34,5,3
155928385,7CIL_LIG,C[C@@H]1CCCN1C2=C(C3=C(N=C(N=C3N2C)NC4=CN(N=C4)C)N)C#N,data/phase2/raw/phase2_7CIL_LIG_155928385.sdf,3d,351.42,1.89,2,9,113.61,3,26,4,3
166635463,7CIL_LIG,C[C@@H]1CCCN1C2=C(C3=C(N=C(N=C3N2C)NC4=CNN=C4)N)C#N,data/phase2/raw/phase2_7CIL_LIG_166635463.sdf,3d,337.39,1.88,3,8,124.47,3,25,4,3
127046342,7CIL_LIG,C1CCC(CC1)C(CC#N)N2C=C(C=N2)NC3=NC=NC4=C3C=CN4,data/phase2/raw/phase2_7CIL_LIG_127046342.sdf,3d,335.42,3.93,2,6,95.21,5,25,4,3
127046343,7CIL_LIG,C1CCC(CC1)(CC#N)N2C=C(C=N2)NC3=NC=NC4=C3C=CN4,data/phase2/raw/phase2_7CIL_LIG_127046343.sdf,3d,321.39,3.47,2,6,95.21,4,24,4,3
127046344,7CIL_LIG,C1CCC(C1)(CC#N)N2C=C(C=N2)NC3=NC=NC4=C3C=CN4,data/phase2/raw/phase2_7CIL_LIG_127046344.sdf,3d,307.36,3.08,2,6,95.21,4,23,4,3
127048092,7CIL_LIG,C1CCC(C1)C(CC#N)N2C=C(C=N2)NC3=NC=NC4=C3C=CN4,data/phase2/raw/phase2_7CIL_LIG_127048092.sdf,3d,321.39,3.54,2,6,95.21,5,24,4,3
166673091,7CIL_LIG,C[C@H]1C[C@H](CN1)NC2=NC(=NC3=C2C(=CN3)F)NC4=CN(N=C4)C,data/phase2/raw/phase2_7CIL_LIG_166673091.sdf,3d,330.37,1.74,4,7,95.48,4,24,4,3
166675729,7CIL_LIG,CCN1C=C(C=N1)NC2=NC3=C(C(=CN3)F)C(=N2)N[C@@H]4C[C@@H](NC4)C,data/phase2/raw/phase2_7CIL_LIG_166675729.sdf,3d,344.4,2.22,4,7,95.48,5,25,4,3
141725010,7CIL_LIG,CCN1C=C(C=N1)NC2=NC3=C(C(=CN3)F)C(=N2)N[C@@H]4CCCNC4,data/phase2/raw/phase2_7CIL_LIG_141725010.sdf,3d,344.4,2.22,4,7,95.48,5,25,4,3
141725056,7CIL_LIG,CCN1C=C(C=N1)NC2=NC3=C(C(=CN3)F)C(=N2)N[C@H]4CNCC[C@H]4C,data/phase2/raw/phase2_7CIL_LIG_141725056.sdf,3d,358.43,2.47,4,7,95.48,5,26,4,3
155621801,7CIL_LIG,CCN1C=C(C=N1)NC2=NC3=C(C(=CN3)F)C(=N2)NC4CCCNC4,data/phase2/raw/phase2_7CIL_LIG_155621801.sdf,3d,344.4,2.22,4,7,95.48,5,25,4,3
129244941,7CIL_LIG,CC(C)N1C=C(C=N1)NC2=NC3=C(C(=CN3)C#N)C(=N2)NC(C)C4CC4,data/phase2/raw/phase2_7CIL_LIG_129244941.sdf,3d,350.43,3.56,3,7,107.24,6,26,4,3
129244943,7CIL_LIG,C[C@@H](C1CC1)NC2=NC(=NC3=C2C(=CN3)C#N)NC4=CN(N=C4)C(C)C,data/phase2/raw/phase2_7CIL_LIG_129244943.sdf,3d,350.43,3.56,3,7,107.24,6,26,4,3
129266632,7CIL_LIG,CC1=CNC2=C1C(=NC(=N2)NC3=CN(N=C3)C(C)C)N[C@H](C)C4CC4,data/phase2/raw/phase2_7CIL_LIG_129266632.sdf,3d,339.45,4.0,3,6,83.45,6,25,4,3
129266648,7CIL_LIG,CC1=CNC2=C1C(=NC(=N2)NC3=CN(N=C3)C(C)C)N[C@@H](C)C4CC4,data/phase2/raw/phase2_7CIL_LIG_129266648.sdf,3d,339.45,4.0,3,6,83.45,6,25,4,3
129275413,7CIL_LIG,C[C@H](C1CC1)NC2=NC(=NC3=C2C(=CN3)C#N)NC4=CN(N=C4)C(C)C,data/phase2/raw/phase2_7CIL_LIG_129275413.sdf,3d,350.43,3.56,3,7,107.24,6,26,4,3
129275440,7CIL_LIG,CC(C)N1C=C(C=N1)NC2=NC3=C(C=CN3)C(=N2)[N+]#CC(C)C4CCC4,data/phase2/raw/phase2_7CIL_LIG_129275440.sdf,3d,350.45,4.88,2,5,75.78,4,26,4,3
141725009,7CIL_LIG,CCN1C=C(C=N1)NC2=NC3=C(C(=CN3)F)C(=N2)N[C@@H]4CCCNC4.Cl,data/phase2/raw/phase2_7CIL_LIG_141725009.sdf,2d,380.86,2.64,4,7,95.48,5,26,4,3
141725055,7CIL_LIG,CCN1C=C(C=N1)NC2=NC3=C(C(=CN3)F)C(=N2)N[C@H]4CNCC[C@H]4C.Cl,data/phase2/raw/phase2_7CIL_LIG_141725055.sdf,2d,394.89,2.89,4,7,95.48,5,27,4,3
142416303,7CIL_LIG,CC1=NN(C=C1NC2=NC3=C(C(=CN3)C#N)C(=N2)NC4(CC4)C)C,data/phase2/raw/phase2_7CIL_LIG_142416303.sdf,3d,322.38,2.58,3,7,107.24,4,24,4,3
